feature_i,feature_j,correlation,abs_correlation
17,63,-0.06987656655727972,0.06987656655727972
13,36,-0.06985789151795185,0.06985789151795185
10,41,0.06980498197634834,0.06980498197634834
21,59,-0.06975923334201282,0.06975923334201282
2,45,-0.0697117470551043,0.0697117470551043
55,62,0.06967894410588041,0.06967894410588041
25,31,-0.06946692663601632,0.06946692663601632
16,42,-0.06945096647387235,0.06945096647387235
13,40,-0.06943130992067587,0.06943130992067587
44,48,-0.06936607179871329,0.06936607179871329
27,40,-0.06929056240181719,0.06929056240181719
0,5,-0.06924261665688489,0.06924261665688489
47,57,-0.06909806155009596,0.06909806155009596
21,23,-0.06899121699287776,0.06899121699287776
3,26,0.06872679642391186,0.06872679642391186
41,57,0.06872589941772446,0.06872589941772446
7,39,0.06864697589624441,0.06864697589624441
29,30,0.06855671545591548,0.06855671545591548
27,46,-0.06832869651814054,0.06832869651814054
41,63,-0.06823425264756099,0.06823425264756099
10,51,0.06819184017513517,0.06819184017513517
48,61,-0.06818474587890985,0.06818474587890985
15,53,-0.06816887323716687,0.06816887323716687
1,53,0.06786992117831582,0.06786992117831582
0,46,-0.06758323749589125,0.06758323749589125
18,60,-0.0675114293332924,0.0675114293332924
28,31,-0.067508847567858,0.067508847567858
13,31,-0.06748898784402241,0.06748898784402241
48,57,0.06743803728288507,0.06743803728288507
17,21,0.06741348241677254,0.06741348241677254
31,32,-0.06734134500018436,0.06734134500018436
51,63,0.06734009085161874,0.06734009085161874
1,9,0.06725363883681683,0.06725363883681683
1,12,-0.06722959670922386,0.06722959670922386
39,43,-0.06706361638470452,0.06706361638470452
14,41,-0.06700606384636143,0.06700606384636143
1,8,-0.0669958078475355,0.0669958078475355
4,54,-0.0669950353389934,0.0669950353389934
18,48,0.06699501240424369,0.06699501240424369
37,46,-0.06691034542534324,0.06691034542534324
19,20,-0.06689100872826942,0.06689100872826942
32,41,-0.06688829722816264,0.06688829722816264
33,44,-0.0668804905768224,0.0668804905768224
22,39,0.06683812170311856,0.06683812170311856
5,49,0.06678826000401515,0.06678826000401515
22,50,0.0666566187271517,0.0666566187271517
10,19,-0.06664457200970239,0.06664457200970239
22,45,-0.06640848926458816,0.06640848926458816
7,42,0.06613881646690416,0.06613881646690416
22,62,0.0660127872902466,0.0660127872902466
15,30,-0.06599483197009126,0.06599483197009126
31,40,-0.06596042889423917,0.06596042889423917
18,23,-0.0658394379992449,0.0658394379992449
11,43,-0.0657237843259452,0.0657237843259452
4,42,-0.0656803483319451,0.0656803483319451
23,26,0.06555308408032995,0.06555308408032995
2,11,0.065462751660664,0.065462751660664
15,63,-0.0653927652562808,0.0653927652562808
36,40,-0.06538298235958664,0.06538298235958664
32,42,-0.06522080539005418,0.06522080539005418
59,62,-0.06505535792766469,0.06505535792766469
22,35,0.06498733657286677,0.06498733657286677
9,40,0.06496674434482592,0.06496674434482592
22,52,-0.06492858848357162,0.06492858848357162
9,10,-0.06483974831619423,0.06483974831619423
10,28,0.06475100720202985,0.06475100720202985
21,55,0.06470409472482475,0.06470409472482475
43,62,-0.06469965803663237,0.06469965803663237
14,59,-0.06469095739485348,0.06469095739485348
5,32,-0.06464201127228655,0.06464201127228655
29,31,0.06456925470374038,0.06456925470374038
42,44,0.06451248347582368,0.06451248347582368
10,60,0.06426419488616662,0.06426419488616662
40,51,-0.06425912592026127,0.06425912592026127
10,55,0.06424009684616619,0.06424009684616619
52,61,0.06419307149600892,0.06419307149600892
18,25,-0.06419131371864886,0.06419131371864886
0,33,-0.06411878582558529,0.06411878582558529
42,51,0.06403653994589797,0.06403653994589797
9,54,-0.06398123290047096,0.06398123290047096
19,21,0.06394145725843602,0.06394145725843602
26,34,-0.06391437724743364,0.06391437724743364
11,13,-0.06385243453387777,0.06385243453387777
6,33,0.06380796931118607,0.06380796931118607
5,36,0.06380265807705832,0.06380265807705832
1,41,-0.06367260730914151,0.06367260730914151
25,46,-0.06359595607012626,0.06359595607012626
13,23,0.06349640836424346,0.06349640836424346
22,49,0.06345170076165074,0.06345170076165074
11,40,0.06345046031366294,0.06345046031366294
25,52,0.06334780225211317,0.06334780225211317
43,53,-0.06333127618419954,0.06333127618419954
29,36,-0.06319311662195612,0.06319311662195612
19,63,-0.06314103150327824,0.06314103150327824
33,48,0.06303300228443892,0.06303300228443892
13,16,0.06299249124435323,0.06299249124435323
45,56,-0.0629468834367557,0.0629468834367557
13,32,0.06285992564462868,0.06285992564462868
12,31,-0.06282923141868277,0.06282923141868277
45,59,-0.06279980201177753,0.06279980201177753
29,43,0.06273888582864952,0.06273888582864952
31,41,-0.06268261230513024,0.06268261230513024
7,29,0.06267005524999199,0.06267005524999199
27,41,-0.06266587130977165,0.06266587130977165
16,60,-0.06259437178393625,0.06259437178393625
0,1,-0.06256091259216517,0.06256091259216517
37,48,-0.06243982064813625,0.06243982064813625
39,51,-0.06237224845286993,0.06237224845286993
50,61,-0.06230153264710355,0.06230153264710355
25,29,0.062152435617978154,0.062152435617978154
12,48,0.06192411319700824,0.06192411319700824
23,40,-0.06191099234947604,0.06191099234947604
41,59,0.061781258620835805,0.061781258620835805
5,57,0.06160838904163905,0.06160838904163905
53,56,-0.06140467700944049,0.06140467700944049
49,63,0.06138674298051437,0.06138674298051437
9,35,0.06127283533573981,0.06127283533573981
18,62,0.061205732579736785,0.061205732579736785
15,27,-0.06116107066635825,0.06116107066635825
25,28,0.06113137610485207,0.06113137610485207
16,17,0.061095413554172,0.061095413554172
38,52,0.06102373253022542,0.06102373253022542
14,30,-0.06094294915378818,0.06094294915378818
6,27,-0.06092431646471084,0.06092431646471084
35,55,-0.06089614712128132,0.06089614712128132
17,54,-0.06080343966449273,0.06080343966449273
16,32,0.060793002312317726,0.060793002312317726
44,63,-0.06069504355455169,0.06069504355455169
13,18,0.06061788290833334,0.06061788290833334
35,38,-0.060482669819719496,0.060482669819719496
8,25,-0.06044855418395661,0.06044855418395661
41,50,0.06040753693236807,0.06040753693236807
4,34,-0.06039014806655218,0.06039014806655218
12,37,0.06031451471003471,0.06031451471003471
0,23,0.060304395366489114,0.060304395366489114
51,58,-0.06024931314191346,0.06024931314191346
21,52,-0.0600410438916775,0.0600410438916775
34,60,0.06001787141534444,0.06001787141534444
6,41,-0.060016815351917864,0.060016815351917864
3,34,-0.05996210201516478,0.05996210201516478
3,18,-0.05992149205555846,0.05992149205555846
4,55,0.05991505284900434,0.05991505284900434
10,35,-0.05988784071133667,0.05988784071133667
5,54,0.05985165382545571,0.05985165382545571
19,55,0.05983610986609461,0.05983610986609461
5,17,-0.05966687227324358,0.05966687227324358
